league | aatrox | noun | 아트록스 | aatrox is a strong blind pick | 아트록스는 무난한 선픽이야
league | true sight | noun | 절대 시야 | Lee Sin Q gives true sight. | 리신 Q 맞추면 절대 시야 생겨.
league | true sight | noun | 투명 감지 | We need true sight for Akali. | 아칼리 잡게 투명 감지 필요해.
league | true sight | noun | 절대 시야 | Do we have true sight? | 절대 시야 있냐?
league | true sight | noun | 투명 감지 | Buy something with true sight. | 투명 감지 챙겨.
league | trundle | noun | 트런들 | trundle stole the tank's stats with subjugate | 트런들이 궁으로 탱커 스탯 뺏었어
league | trundle | noun | 몽둥이맨 | trundle taking our base in five seconds | 몽둥이맨이 5초 만에 우리 본진 다 털어먹음
league | trynd | noun | 트린 | right clicking trynd diving me with zero braincells | 뇌 빼고 우클릭만 하는 트린이 다이브 치네
league | tryndamere | noun | 트린다미어 | tryndamere popped undying rage and tower dived | 트린다미어가 불사의 분노 켜고 타워 다이브 했어
league | tunnel vision | noun | 시야 좁아짐 | I had tunnel vision on the kill. | 킬에 눈 멀어서 시야 좁아졌어.
league | tunnel vision | noun | 시야 좁아짐 | Stop the tunnel vision. | 시야 좁아진 거 좀 고쳐.
league | tunnel vision | noun | 시야 좁아짐 | Tunnel vision lost us Baron. | 시야 좁아져서 바론 날렸네.
league | tunnel vision | noun | 시야 좁아짐 | That's pure tunnel vision. | 완전 시야 좁아진 플레이네.
league | turn | verb | 역공하다 | they used all ultimates so turn right now | 쟤네 궁극기 다 사용했으니까 지금 당장 역공해
league | turn the fight | verb | 한타역전하다 | our adc got a massive lulu shield and managed to turn the fight | 우리 원딜 엄청난 룰루 쉴드 획득하고 어떻게든 한타역전했어
league | turned baron | noun | 바론 버리고 한타 | just do a turned baron and wipe them | 그냥 바론 버리고 한타해서 다 쓸어버려
league | turned baron | noun | 바론 버리고 한타 | Just do a turned baron and wipe them. | 그냥 바론 버리고 한타해서 다 쓸어버려.
league | turned baron | noun | 바론 버리고 한타 | That turned baron saved the game. | 방금 바론 버리고 한타 한 게 게임 살렸어.
league | turned baron | noun | 바론 버리고 한타 | Should we go for a turned baron? | 바론 버리고 한타 할까?
league | turned baron | noun | 바론 버리고 한타 | A turned baron is our only play. | 바론 버리고 한타 하는 게 우리가 할 수 있는 유일한 수야.
league | turret | noun | 포탑 | don't dive under turret | 포탑 다이브 치지 마
league | turret | noun | 포탑 어그로 | juggling turret aggro perfectly | 포탑 어그로 핑퐁 완벽하네
league | turret | noun | 포탑 | do not dive them under their tier two turret | 쟤네 2차 포탑 아래에서 다이브 치지 마
league | turret aggro reset | noun | 포탑 어그로 핑퐁 | Nice turret aggro reset on the dive. | 다이브 할 때 포탑 어그로 핑퐁 나이스.
league | turret aggro reset | noun | 포탑 어그로 핑퐁 | Perfect turret aggro reset. | 포탑 어그로 핑퐁 완벽했어.
league | turret aggro reset | noun | 포탑 어그로 핑퐁 | Need a turret aggro reset. | 포탑 어그로 핑퐁 필요해.
league | turret aggro reset | noun | 포탑 어그로 핑퐁 | That turret aggro reset saved him. | 포탑 어그로 핑퐁 때문에 쟤 살았어.
league | turret damage | noun | 공성 딜량 | Trundle only cares about turret damage. | 트런들은 공성 딜량에만 관심 있어.
league | turret damage | noun | 포탑 딜 | Yorick has the highest turret damage by far. | 요릭 포탑 딜 압도적 1등이네.
league | turret damage | noun | 공성 딜량 | My turret damage is carrying this game. | 내 공성 딜량이 게임 다 하고 있다.
league | turret damage | noun | 포탑 딜 | Ignore kills and hit turret damage. | 킬 말고 포탑 딜이나 넣어.
league | turtle | verb | 존버하다 | we have a much better late game scaling comp so just turtle up in our base | 우리 후반 밸류 조합 훨씬 좋으니까 걍 본진에서 존버해
league | turtle | verb | 우주방어하다 | they have baron buff so we just need to turtle and clear waves under inhibitors | 쟤네 바론 버프 있으니까 우리 걍 억제기 밑에서 우주방어하고 웨이브 삭제해야 돼
league | twisted fate | noun | 트위스티드 페이트 | twisted fate locked in a gold card | 트위스티드 페이트가 골드 카드 뽑았어
league | twitch | noun | 트위치 | twitch opened fire from stealth | 트위치가 은신 풀면서 딜 뿜어냈어
league | twitch | noun | 쥐새끼 | space gliding twitch wiping our team | 쥐새끼가 카이팅으로 우리 팀 싹 쓸어버리네
league | two-trick | noun | 투챔충 | I'm just a Talon two-trick honestly. | 솔직히 난 탈론 투챔충이야.
league | two-trick | noun | 투챔충 | He's basically a two-trick. | 쟤 거의 투챔충이야.
league | two-trick | noun | 투챔충 | Ban both and he's useless. | 두 개 밴하면 할 거 없어.
league | two-trick | noun | 투챔충 | Every two-trick has a backup pick. | 투챔충도 차선픽은 있지.
league | typed in chat | verb | 채팅시작하다 | as soon as he typed in chat i knew the game was completely over | 쟤가 채팅시작하자마자 나 이 게임 완벽하게 패배한 거 인지했어
league | udyr | noun | 우디르 | udyr stunned the target with bear stance | 우디르가 곰 태세로 타겟 기절시켰어
league | udyr | noun | 호디르 | udyr running at mach 10 is scary | 마하 10으로 뛰어오는 호디르 존나 무서움
league | ult | noun | 궁 | popping ult just to run away | 걍 도망치려고 궁 뺐네
league | ult | noun | 궁극기 | save your ultimate for the teamfight | 한타를 위해 궁극기 아껴
league | ult | noun | 궁 | missing your ult completely is embarrassing | 궁 허공에 날리는 거 진짜 쪽팔린다
league | ult bot | noun | 궁 셔틀 | Malphite is just an ult bot, wait it out. | 말파 그냥 궁 셔틀이니까 궁 빠질 때까지 기다려.
league | ult bot | noun | 궁 셔틀 | He's nothing without his ult bot playstyle. | 궁 없으면 아무것도 못 해.
league | ult bot | noun | 궁 셔틀 | Their Malphite is an ult bot. | 쟤네 말파 궁 셔틀이네.
league | ult bot | noun | 궁 셔틀 | Track the ult bot. | 궁 셔틀 궁 체크해.
league | ultimate | noun | 궁극기 | save your ultimate for the teamfight | 한타를 위해 궁극기 아껴
league | ultimate bot | noun | 궁 셔틀 | Malphite is just an ultimate bot, wait it out. | 말파 그냥 궁 셔틀이니까 궁 빠질 때까지 기다려.
league | ultimate bot | noun | 궁 셔틀 | He's basically an ultimate bot. | 쟤 거의 궁 셔틀이야.
league | ultimate bot | noun | 궁 셔틀 | Ultimate bot champion. | 궁 셔틀 챔이네.
league | ultimate bot | noun | 궁 셔틀 | Just respect the ultimate bot engage. | 궁 셔틀 이니시만 조심해.
league | ultimate hunter | noun | 궁극의 사냥꾼 | karthus needs ultimate hunter to spam his requiem | 카서스는 진혼곡 난사하려면 궁극의 사냥꾼이 필요해
league | ultimate hunter | noun | 궁사 | without ultimate hunter my r cooldown is an hour | 궁사 없으면 내 궁 쿨타임 한 시간임
league | ultless | modifier | 노궁인 | engage on the ultless team | 노궁인 팀 상대로 이니시해
league | ultless | predicate | 노궁상태되다 | malphite is ultless we can fight | 말파이트 노궁상태됐으니까 우린 교전가능해
league | uncontested drake | noun | 꽁용 | just take the uncontested drake guys | 애들아 그냥 꽁용 챙기자
league | uncontested drake | noun | 꽁용 | Just take the uncontested drake guys. | 애들아 그냥 꽁용 챙기자.
league | uncontested drake | noun | 꽁용 | It's an uncontested drake, push mid. | 꽁용이니까 미드 밀자.
league | uncontested drake | noun | 꽁용 | Why skip the uncontested drake? | 왜 꽁용 그냥 넘기는데?
league | uncontested drake | noun | 꽁용 | Free uncontested drake for us. | 우리 꽁용 개꿀.
league | unflinching | noun | 불굴의 의지 | unflinching grants tenacity based on your missing health | 불굴의 의지는 잃은 체력 비례해서 강인함을 줘
league | unflinching | noun | 불굴 | getting unflinching just to move against their cc | 쟤네 CC기 상대로 한 발짝이라도 움직이려고 불굴 듦
league | unkillable | modifier | 불사신인 | that unkillable ornn is a problem | 저 불사신인 오른 완전 문제야
league | unkillable | predicate | 불사신되다 | a fed mundo is just unkillable | 잘 큰 문도는 걍 불사신되네
league | unkillable | modifier | 안죽는 | a full build ornn is literally unkillable | 풀템 오른은 말 그대로 안죽는 존재야
league | unlocked | modifier | 화면고정해제된 | playing with an unlocked camera gives you so much more map awareness | 화면고정해제된 카메라로 플레이하면 맵리딩 훨씬 좋아져
league | unmute | verb | 차단해제하다 | i unmuted the jungler | 나 정글러 차단해제했어
league | unmute | verb | 음소거해제하다 | unmuting everyone for the call | 오더 들으려고 모두 음소거해제했어
league | unmute | verb | 차단해제하다 | i unmuted the jungler to check his call but he was still typing flame | 오더 확인하려고 정글 차단해제했는데 아직도 욕 타이핑하네
league | unsealed | noun | 봉인 풀린 주문서 | swapping to smite with spellbook to steal baron | 바론 스틸하려고 봉풀주로 강타 바꿨어
league | unsealed spellbook | noun | 봉인 풀린 주문서 | unsealed spellbook allows you to swap summoner spells | 봉인 풀린 주문서 들면 소환사 주문을 바꿀 수 있어
league | upgrade | verb | 업그레이드하다 | i need 500 gold to upgrade my boots to mercury's treads | 나 헤르메스 신발로 업그레이드하려면 500골드 필요해
league | urgot | noun | 우르곳 | urgot reeled in the target with fear beyond death | 우르곳이 궁으로 타겟 끌어당겼어
league | urgot | noun | 우르곳 | hitting the urgot ult on the carry wins teamfights | 원딜한테 우르곳 궁 맞추면 한타 이김
league | useless | modifier | 쓸모없는 | late game pantheon is a useless champion | 후반 판테온은 쓸모없는 챔피언이야
league | useless | predicate | 노쓸모다 | my ad carry is completely useless | 내 원딜 완벽하게 노쓸모야
league | utility build | noun | 유틸 템트리 | Just go utility build and help me. | 그냥 유틸 템트리 가서 나 좀 도와줘.
league | utility build | noun | 유틸 템트리 | Utility build is enough. | 유틸만 가도 돼.
league | utility build | noun | 유틸 템트리 | Go utility build this game. | 이번 판 유틸 가.
league | utility build | noun | 유틸 템트리 | Utility build fits our comp. | 우리 조합엔 유틸이 좋아.
league | varus | noun | 바루스 | varus hit his piercing arrow from maximum range | 바루스가 최대 사거리에서 꿰뚫는 화살 맞췄어
league | varus | noun | 포킹 바루스 | lethality varus chunking me from off screen | 극방관 포킹 바루스가 화면 밖에서 내 피 걸레짝 만드네
league | vayne | noun | 베인 | vayne melted the tanks with silver bolts | 베인이 은화살로 탱커들 다 녹였어
league | vayne | noun | 베인 | vayne tumbling forward into a malphite ult | 베인충 앞구르기 하다가 말파 궁 쳐맞네
league | veigar | noun | 베이가 | veigar trapped them inside the event horizon | 베이가가 사건의 지평선 안에 쟤네 가뒀어
league | veigar | noun | 베이가 | veigar pressing r to delete the adc | 베이가 궁 딸깍으로 원딜 지워버리네
league | vel'koz | noun | 벨코즈 | vel'koz dealt massive true damage with lifeform disintegration ray | 벨코즈가 궁으로 엄청난 고정 피해 넣었어
league | velkoz | noun | 촉수 | velkoz melting everyone with true damage laser | 촉수 고정 피해 레이저가 다 녹여버림
league | vertical jungle | verb | 반갈하다 | we are vertical jungling so just play safe on the botside | 우리 지금 반갈하니까 바텀 쪽은 걍 생존해
